Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.6840          -24.180      -29.060        4.880   294.9
1.6860          -24.272      -29.164        4.892   295.7
1.6880          -24.326      -29.317        4.991   301.7
1.6900          -24.545      -29.605        5.060   305.8
1.6920          -24.422      -29.763        5.341   322.8
1.6940          -24.716      -29.809        5.093   307.8
1.6960          -24.783      -29.729        4.946   299.0
1.6980          -24.836      -29.540        4.704   284.3
1.7000          -24.646      -29.342        4.696   283.8
1.7020          -24.468      -29.137        4.669   282.2
1.7040          -24.547      -29.025        4.478   270.7
1.7060          -24.518      -29.009        4.491   271.5
1.7080          -24.389      -29.080        4.691   283.5
1.7100          -24.638      -29.133        4.495   271.7
1.7120          -24.474      -29.187        4.713   284.9
1.7140          -24.713      -29.275        4.562   275.7
1.7160          -24.761      -29.325        4.564   275.9
1.7180          -24.588      -29.352        4.764   287.9
1.7200          -24.873      -29.280        4.407   266.4
1.7220          -24.614      -29.163        4.550   275.0
1.7240          -24.480      -29.127        4.648   280.9
1.7260          -24.263      -29.237        4.975   300.7
1.7280          -24.228      -29.403        5.175   312.8
1.7300          -24.408      -29.576        5.167   312.3
1.7320          -24.357      -29.585        5.228   316.0
1.7340          -24.038      -29.391        5.352   323.5
1.7360          -24.354      -29.224        4.870   294.4
1.7380          -24.449      -29.210        4.761   287.7
1.7400          -24.396      -29.204        4.808   290.6
1.7420          -24.101      -29.069        4.967   300.2
1.7440          -24.089      -28.978        4.889   295.5
1.7460          -23.925      -28.953        5.028   303.9
1.7480          -23.950      -29.026        5.076   306.8
1.7500          -23.836      -29.144        5.308   320.8
1.7520          -23.783      -29.181        5.398   326.3
1.7540          -23.504      -29.140        5.635   340.6
1.7560          -23.506      -29.118        5.612   339.2
1.7580          -23.496      -29.152        5.656   341.8
1.7600          -23.883      -29.199        5.316   321.3
1.7620          -23.788      -29.248        5.461   330.1
1.7640          -23.991      -29.253        5.262   318.1
1.7660          -24.084      -29.203        5.119   309.4
1.7680          -24.167      -29.137        4.969   300.3
1.7700          -24.121      -29.128        5.007   302.6
1.7720          -24.342      -29.210        4.868   294.2
1.7740          -24.568      -29.211        4.643   280.6
1.7760          -24.765      -29.183        4.418   267.0
1.7780          -24.645      -29.204        4.559   275.6
1.7800          -24.682      -29.457        4.775   288.6
1.7820          -24.657      -29.649        4.992   301.7
1.7840          -24.502      -29.685        5.183   313.3
1.7860          -24.445      -29.582        5.137   310.5
1.7880          -24.310      -29.537        5.226   315.9
1.7900          -24.313      -29.500        5.187   313.5
1.7920          -24.270      -29.560        5.290   319.7
1.7940          -24.597      -29.572        4.975   300.7
1.7960          -24.916      -29.676        4.760   287.7
1.7980          -24.997      -29.779        4.781   289.0
1.8000          -24.872      -29.787        4.915   297.0
1.8020          -24.964      -29.893        4.930   297.9
1.8040          -24.986      -29.889        4.903   296.3
1.8060          -24.953      -29.956        5.004   302.4
1.8080          -25.032      -29.991        4.959   299.7
1.8100          -25.005      -30.001        4.996   302.0
1.8120          -25.018      -30.004        4.986   301.3
1.8140          -24.939      -30.035        5.096   308.0
1.8160          -24.890      -30.032        5.142   310.8
1.8180          -24.888      -29.868        4.980   301.0
1.8200          -24.503      -29.680        5.177   312.9
1.8220          -24.635      -29.531        4.896   295.9
1.8240          -24.452      -29.456        5.004   302.5
1.8260          -24.429      -29.471        5.042   304.8
1.8280          -24.357      -29.476        5.118   309.3
1.8300          -24.444      -29.537        5.093   307.8
1.8320          -24.671      -29.695        5.024   303.6
1.8340          -24.647      -29.924        5.276   318.9
1.8360          -25.015      -30.082        5.067   306.2
1.8380          -24.706      -30.104        5.398   326.3
1.8400          -24.799      -30.035        5.236   316.5
1.8420          -24.908      -29.909        5.001   302.2
1.8440          -24.950      -29.735        4.785   289.2
1.8460          -24.974      -29.559        4.585   277.1
1.8480          -24.783      -29.402        4.619   279.2
1.8500          -24.689      -29.343        4.654   281.3
1.8520          -24.513      -29.391        4.878   294.8
1.8540          -24.592      -29.474        4.883   295.1
1.8560          -24.653      -29.595        4.942   298.7
1.8580          -24.505      -29.758        5.253   317.5
1.8600          -24.566      -29.918        5.353   323.5
1.8620          -24.505      -30.035        5.530   334.2
1.8640          -24.904      -30.033        5.129   310.0
1.8660          -24.888      -29.939        5.052   305.3
1.8680          -24.996      -29.843        4.847   293.0
1.8700          -25.032      -29.860        4.828   291.8
1.8720          -24.825      -29.899        5.074   306.7
1.8740          -24.903      -29.834        4.931   298.1
1.8760          -24.693      -29.829        5.136   310.4
1.8780          -24.566      -29.847        5.281   319.2
1.8800          -24.554      -29.794        5.240   316.7
1.8820          -24.564      -29.657        5.094   307.9
1.8840          -24.475      -29.569        5.094   307.9
1.8860          -24.485      -29.439        4.953   299.4
1.8880          -24.493      -29.264        4.771   288.4
1.8900          -24.575      -29.230        4.655   281.4
1.8920          -24.591      -29.247        4.655   281.4
1.8940          -24.613      -29.229        4.616   279.0
1.8960          -24.486      -29.259        4.773   288.5
1.8980          -24.493      -29.349        4.856   293.5
1.9000          -24.445      -29.541        5.096   308.0
1.9020          -24.610      -29.656        5.046   305.0
1.9040          -24.538      -29.653        5.115   309.1
1.9060          -24.665      -29.623        4.958   299.7
1.9080          -24.609      -29.571        4.962   299.9
1.9100          -24.430      -29.621        5.191   313.8
1.9120          -24.272      -29.631        5.359   323.9
1.9140          -24.266      -29.606        5.340   322.8
1.9160          -23.932      -29.543        5.612   339.2
1.9180          -23.999      -29.436        5.437   328.6
1.9200          -23.891      -29.390        5.500   332.4
1.9220          -24.028      -29.323        5.294   320.0
1.9240          -24.083      -29.173        5.089   307.6
1.9260          -23.905      -29.102        5.197   314.1
1.9280          -24.008      -29.174        5.167   312.3
1.9300          -24.210      -29.284        5.074   306.7
1.9320          -24.206      -29.367        5.161   311.9
1.9340          -24.382      -29.474        5.092   307.8
1.9360          -24.166      -29.410        5.243   316.9
1.9380          -24.077      -29.253        5.177   312.9
1.9400          -24.066      -29.219        5.153   311.4
1.9420          -24.094      -29.198        5.104   308.5
1.9440          -24.211      -29.182        4.971   300.4
1.9460          -24.319      -29.054        4.735   286.2
1.9480          -24.321      -28.994        4.673   282.5
1.9500          -24.290      -28.987        4.696   283.8
1.9520          -24.337      -29.033        4.696   283.8
1.9540          -24.330      -29.163        4.833   292.1
1.9560          -24.371      -29.351        4.980   301.0
1.9580          -24.075      -29.454        5.380   325.1
1.9600          -23.854      -29.466        5.612   339.2
1.9620          -23.896      -29.546        5.650   341.5
1.9640          -24.054      -29.534        5.480   331.2
1.9660          -23.930      -29.599        5.669   342.7
1.9680          -23.889      -29.616        5.728   346.2
1.9700          -23.813      -29.532        5.719   345.7
1.9720          -23.972      -29.393        5.421   327.6
1.9740          -24.045      -29.244        5.199   314.2
1.9760          -24.194      -29.147        4.953   299.4
1.9780          -24.272      -29.088        4.816   291.1
1.9800          -24.458      -29.143        4.685   283.2
1.9820          -24.456      -29.227        4.770   288.3
1.9840          -24.511      -29.354        4.843   292.7
1.9860          -24.626      -29.403        4.777   288.7
1.9880          -24.574      -29.383        4.810   290.7
1.9900          -24.435      -29.301        4.866   294.1
1.9920          -24.339      -29.254        4.915   297.1
1.9940          -24.248      -29.253        5.005   302.5
1.9960          -24.428      -29.277        4.849   293.1
1.9980          -24.473      -29.316        4.843   292.7
2.0000          -24.526      -29.422        4.896   295.9
2.0020          -24.624      -29.611        4.987   301.4
2.0040          -24.663      -29.683        5.020   303.4
2.0060          -24.469      -29.674        5.205   314.6
2.0080          -24.475      -29.588        5.113   309.1
2.0100          -24.547      -29.534        4.987   301.4
2.0120          -24.479      -29.623        5.144   310.9
2.0140          -24.555      -29.715        5.160   311.9
2.0160          -24.552      -29.687        5.135   310.4
2.0180          -24.777      -29.687        4.911   296.8
2.0200          -24.663      -29.703        5.041   304.7
